"game_date","game_pk","venue_name","venue_id","temperature","other_weather","wind","attendance","start_time","elapsed_time","game_id","game_type","home_sport_code","official_scorer","date","status_ind","home_league_id","gameday_sw"
"2022-04-07",663178,"Wrigley Field",17,"44","Cloudy","14 mph, Out To CF","35,112","1:22 PM","3:18","2022/04/07/milmlb-chnmlb-1","R","mlb","Allan Spear","April 7, 2022","F",104,"P"
"2022-04-07",662766,"Kauffman Stadium",7,"47","Cloudy","16 mph, L To R","28,459","3:10 PM","2:49","2022/04/07/clemlb-kcamlb-1","R","mlb","Max Utsler","April 7, 2022","F",103,"P"
"2022-04-07",662021,"Busch Stadium",2889,"50","Cloudy","20 mph, Out To RF","46,256","3:24 PM","3:08","2022/04/07/pitmlb-slnmlb-1","R","mlb","Gary Mueller","April 7, 2022","F",104,"P"
"2022-04-07",662571,"Nationals Park",3309,"52","Cloudy","4 mph, Out To RF","35,052","8:21 PM","3:31 (1:16 delay)","2022/04/07/nynmlb-wasmlb-1","R","mlb","Benjamin Trittipoe","April 7, 2022","F",104,"P"
"2022-04-07",661577,"Truist Park",4705,"63","Partly Cloudy","15 mph, R To L","40,545","8:08 PM","3:01","2022/04/07/cinmlb-atlmlb-1","R","mlb","Guy Curtright","April 7, 2022","F",104,"P"
"2022-04-07",661042,"Angel Stadium",1,"93","Clear","6 mph, Out To RF","44,723","7:05 PM","3:15","2022/04/07/houmlb-anamlb-1","R","mlb","Ed Munson","April 7, 2022","F",103,"P"
"2022-04-07",663418,"Chase Field",15,"93","Clear","6 mph, L To R","35,508","6:40 PM","3:18","2022/04/07/sdnmlb-arimlb-1","R","mlb","Kara Blackstone","April 7, 2022","F",104,"P"
"2022-04-08",661333,"Yankee Stadium",3313,"59","Partly Cloudy","10 mph, Out To CF","46,097","1:12 PM","3:56","2022/04/08/bosmlb-nyamlb-1","R","mlb","Howie Karpin","April 8, 2022","F",103,"P"
"2022-04-08",661750,"Target Field",3312,"45","Sunny","17 mph, Out To RF","35,462","3:16 PM","2:53","2022/04/08/seamlb-minmlb-1","R","mlb","Sarah Johnson","April 8, 2022","F",103,"P"
"2022-04-08",661333,"Yankee Stadium",3313,"59","Partly Cloudy","10 mph, Out To CF","46,097","1:12 PM","3:56","2022/04/08/bosmlb-nyamlb-1","R","mlb","Howie Karpin","April 8, 2022","F",103,"P"
"2022-04-08",662888,"Comerica Park",2394,"45","Cloudy","10 mph, R To L","43,480","1:12 PM","3:30","2022/04/08/chamlb-detmlb-1","R","mlb","Ron Kleinfelter","April 8, 2022","F",103,"P"
"2022-04-08",661131,"Citizens Bank Park",2681,"64","Sunny","10 mph, Out To CF","44,232","3:12 PM","3:14","2022/04/08/oakmlb-phimlb-1","R","mlb","Mike Maconi","April 8, 2022","F",104,"P"
"2022-04-08",661918,"Tropicana Field",12,"72","Dome","0 mph, None","25,025","3:10 PM","3:14","2022/04/08/balmlb-tbamlb-1","R","mlb","Bill Mathews","April 8, 2022","F",103,"P"
"2022-04-08",662933,"Coors Field",19,"66","Sunny","6 mph, R To L","48,627","2:11 PM","3:09","2022/04/08/lanmlb-colmlb-1","R","mlb","Jillian Geib","April 8, 2022","F",104,"P"
"2022-04-08",661750,"Target Field",3312,"45","Sunny","17 mph, Out To RF","35,462","3:16 PM","2:53","2022/04/08/seamlb-minmlb-1","R","mlb","Sarah Johnson","April 8, 2022","F",103,"P"
"2022-04-08",662124,"Oracle Park",2395,"69","Sunny","23 mph, Out To RF","40,853","1:38 PM","3:26","2022/04/08/miamlb-sfnmlb-1","R","mlb","Alexandra Irving","April 8, 2022","F",104,"P"
"2022-04-08",662559,"Nationals Park",3309,"62","Cloudy","6 mph, Out To CF","25,677","7:19 PM","3:43 (:52 delay)","2022/04/08/nynmlb-wasmlb-1","R","mlb","Mark Jacobson","April 8, 2022","F",104,"P"
"2022-04-08",661782,"Rogers Centre",14,"68","Roof Closed","0 mph, None","45,022","7:40 PM","3:26","2022/04/08/texmlb-tormlb-1","R","mlb","Howard Starkman","April 8, 2022","F",103,"P"
"2022-04-08",661576,"Truist Park",4705,"46","Cloudy","3 mph, R To L","40,234","7:21 PM","3:07","2022/04/08/cinmlb-atlmlb-1","R","mlb","Guy Curtright","April 8, 2022","F",104,"P"
"2022-04-08",661041,"Angel Stadium",1,"93","Clear","10 mph, R To L","42,719","6:40 PM","3:44","2022/04/08/houmlb-anamlb-1","R","mlb","Ed Munson","April 8, 2022","F",103,"P"
"2022-04-08",663417,"Chase Field",15,"95","Clear","2 mph, Calm","17,297","6:40 PM","2:44","2022/04/08/sdnmlb-arimlb-1","R","mlb","Jason Johnson","April 8, 2022","F",104,"P"
"2022-05-30",663147,"Wrigley Field",17,"78","Partly Cloudy","16 mph, Out To LF","28,620","6:41 PM","2:52","2022/05/30/milmlb-chnmlb-2","R","mlb","Randy Liss","Att","F",104,"P"
"2022-04-09",661917,"Tropicana Field",12,"72","Dome","0 mph, None","15,615","1:10 PM","2:33","2022/04/09/balmlb-tbamlb-1","R","mlb","Bill Mathews","April 9, 2022","F",103,"P"
"2022-04-09",662864,"Comerica Park",2394,"39","Cloudy","5 mph, Out To CF","17,469","1:11 PM","3:11","2022/04/09/chamlb-detmlb-1","R","mlb","Ron Kleinfelter","April 9, 2022","F",103,"P"
"2022-04-09",661756,"Target Field",3312,"48","Sunny","2 mph, Out To CF","20,867","1:12 PM","3:09","2022/04/09/seamlb-minmlb-1","R","mlb","Stew Thornley","April 9, 2022","F",103,"P"
"2022-04-09",662020,"Busch Stadium",2889,"53","Sunny","10 mph, Out To CF","45,025","1:16 PM","3:32","2022/04/09/pitmlb-slnmlb-1","R","mlb","Gary Mueller","April 9, 2022","F",104,"P"
"2022-04-09",663205,"Wrigley Field",17,"44","Partly Cloudy","11 mph, L To R","30,369","1:20 PM","3:28","2022/04/09/milmlb-chnmlb-1","R","mlb","Randy Liss","April 9, 2022","F",104,"P"
"2022-04-09",661803,"Rogers Centre",14,"68","Roof Closed","0 mph, None","43,386","3:08 PM","2:39","2022/04/09/texmlb-tormlb-1","R","mlb","Howard Starkman","April 9, 2022","F",103,"P"
"2022-04-09",661130,"Citizens Bank Park",2681,"54","Partly Cloudy","9 mph, L To R","41,622","4:07 PM","2:37","2022/04/09/oakmlb-phimlb-1","R","mlb","Mike Maconi","April 9, 2022","F",104,"P"
"2022-04-09",662123,"Oracle Park",2395,"64","Sunny","14 mph, Varies","38,885","1:06 PM","2:57","2022/04/09/miamlb-sfnmlb-1","R","mlb","Michael Duca","April 9, 2022","F",104,"P"
"2022-04-09",661332,"Yankee Stadium",3313,"54","Cloudy","10 mph, Out To RF","46,882","4:07 PM","2:58","2022/04/09/bosmlb-nyamlb-1","R","mlb","Howie Karpin","April 9, 2022","F",103,"P"
"2022-04-09",662765,"Kauffman Stadium",7,"63","Sunny","4 mph, R To L","17,103","3:11 PM","2:49","2022/04/09/clemlb-kcamlb-1","R","mlb","Max Utsler","April 9, 2022","F",103,"P"
"2022-04-09",662588,"Nationals Park",3309,"52","Overcast","6 mph, L To R","21,369","7:05 PM","3:14","2022/04/09/nynmlb-wasmlb-1","R","mlb","Dennis Hetrick","April 9, 2022","F",104,"P"
"2022-04-09",661575,"Truist Park",4705,"54","Partly Cloudy","17 mph, In From RF","40,310","7:40 PM","2:50","2022/04/09/cinmlb-atlmlb-1","R","mlb","Guy Curtright","April 9, 2022","F",104,"P"
"2022-04-09",662931,"Coors Field",19,"76","Clear","14 mph, L To R","48,087","6:11 PM","2:48","2022/04/09/lanmlb-colmlb-1","R","mlb","Dave Einspahr","April 9, 2022","F",104,"P"
"2022-04-09",663404,"Chase Field",15,"97","Partly Cloudy","1 mph, Calm","19,504","5:10 PM","2:52","2022/04/09/sdnmlb-arimlb-1","R","mlb","Jason Johnson","April 9, 2022","F",104,"P"
"2022-04-09",661040,"Angel Stadium",1,"72","Clear","12 mph, Out To CF","36,139","6:08 PM","3:02","2022/04/09/houmlb-anamlb-1","R","mlb","Mel Franks","April 9, 2022","F",103,"P"
"2022-04-10",661129,"Citizens Bank Park",2681,"48","Cloudy","17 mph, L To R","33,507","1:09 PM","2:57","2022/04/10/oakmlb-phimlb-1","R","mlb","Mark Gola","April 10, 2022","F",104,"P"
"2022-04-10",661916,"Tropicana Field",12,"72","Dome","0 mph, None","14,100","1:10 PM","3:10","2022/04/10/balmlb-tbamlb-1","R","mlb","Bill Mathews","April 10, 2022","F",103,"P"
"2022-04-10",662887,"Comerica Park",2394,"48","Sunny","7 mph, Out To CF","15,712","1:10 PM","2:56","2022/04/10/chamlb-detmlb-1","R","mlb","Chuck Klonke","April 10, 2022","F",103,"P"
"2022-04-10",662570,"Nationals Park",3309,"47","Overcast","14 mph, L To R","23,158","1:36 PM","3:01","2022/04/10/nynmlb-wasmlb-1","R","mlb","Jason Lee","April 10, 2022","F",104,"P"
"2022-04-10",661573,"Truist Park",4705,"68","Sunny","1 mph, Calm","38,233","1:37 PM","3:14","2022/04/10/cinmlb-atlmlb-1","R","mlb","Guy Curtright","April 10, 2022","F",104,"P"
"2022-04-10",661802,"Rogers Centre",14,"68","Roof Closed","0 mph, None","31,549","1:38 PM","3:24","2022/04/10/texmlb-tormlb-1","R","mlb","Howard Starkman","April 10, 2022","F",103,"P"
"2022-04-10",662755,"Kauffman Stadium",7,"75","Partly Cloudy","7 mph, Varies","20,165","1:11 PM","3:09","2022/04/10/clemlb-kcamlb-1","R","mlb","Max Utsler","April 10, 2022","F",103,"P"
"2022-04-10",661738,"Target Field",3312,"53","Cloudy","16 mph, In From RF","17,018","1:10 PM","3:11","2022/04/10/seamlb-minmlb-1","R","mlb","Kyle Traynor","April 10, 2022","F",103,"P"
"2022-04-10",662019,"Busch Stadium",2889,"70","Sunny","16 mph, In From RF","40,027","1:15 PM","3:08","2022/04/10/pitmlb-slnmlb-1","R","mlb","Mike Smith","April 10, 2022","F",104,"P"
"2022-04-10",663204,"Wrigley Field",17,"54","Partly Cloudy","13 mph, Out To LF","32,858","1:20 PM","3:03","2022/04/10/milmlb-chnmlb-1","R","mlb","Allan Spear","April 10, 2022","F",104,"P"
"2022-04-10",662934,"Coors Field",19,"55","Sunny","17 mph, L To R","40,825","1:13 PM","3:13","2022/04/10/lanmlb-colmlb-1","R","mlb","Dave Einspahr","April 10, 2022","F",104,"P"
"2022-04-10",662122,"Oracle Park",2395,"61","Partly Cloudy","16 mph, Out To CF","37,332","1:06 PM","2:43","2022/04/10/miamlb-sfnmlb-1","R","mlb","Michael Duca","April 10, 2022","F",104,"P"
"2022-04-10",661039,"Angel Stadium",1,"70","Overcast","7 mph, Out To CF","41,253","1:09 PM","3:15","2022/04/10/houmlb-anamlb-1","R","mlb","Ed Munson","April 10, 2022","F",103,"P"
"2022-04-10",663395,"Chase Field",15,"83","Sunny","7 mph, Out To RF","19,089","1:10 PM","3:15","2022/04/10/sdnmlb-arimlb-1","R","mlb","Jason Johnson","April 10, 2022","F",104,"P"
"2022-04-10",661316,"Yankee Stadium",3313,"48","Cloudy","17 mph, Out To RF","40,108","7:09 PM","3:40","2022/04/10/bosmlb-nyamlb-1","R","mlb","Howie Karpin","April 10, 2022","F",103,"P"
"2022-04-11",662754,"Kauffman Stadium",7,"61","Cloudy","4 mph, R To L","8,971","1:11 PM","3:37","2022/04/11/clemlb-kcamlb-1","R","mlb","Max Utsler","April 11, 2022","F",103,"P"
"2022-04-11",663403,"Oriole Park at Camden Yards",2,"55","Partly Cloudy","8 mph, R To L","44,461","3:10 PM","3:24","2022/04/11/milmlb-balmlb-1","R","mlb","Mark Jacobson","April 11, 2022","F",103,"P"
"2022-04-11",662042,"Globe Life Field",5325,"87","Partly Cloudy","17 mph, R To L","35,052","3:10 PM","4:01","2022/04/11/colmlb-texmlb-1","R","mlb","Will Rudd","April 11, 2022","F",103,"P"
"2022-04-11",662863,"Comerica Park",2394,"65","Drizzle","10 mph, Out To LF","11,840","5:11 PM","2:50","2022/04/11/bosmlb-detmlb-1","R","mlb","Ron Kleinfelter","April 11, 2022","F",103,"P"
"2022-04-11",661915,"Tropicana Field",12,"72","Dome","0 mph, None","9,139","6:40 PM","3:00","2022/04/11/oakmlb-tbamlb-1","R","mlb","Tim Clodjeaux","April 11, 2022","F",103,"P"
"2022-04-11",661637,"Citizens Bank Park",2681,"60","Clear","9 mph, Out To CF","22,317","6:48 PM","3:05","2022/04/11/nynmlb-phimlb-1","R","mlb","Dick Shute","April 11, 2022","F",104,"P"
"2022-04-11",661315,"Yankee Stadium",3313,"52","Clear","12 mph, In From RF","26,211","7:09 PM","3:03","2022/04/11/tormlb-nyamlb-1","R","mlb","Howard Kaplan","April 11, 2022","F",103,"P"
"2022-04-11",661572,"Truist Park",4705,"68","Cloudy","9 mph, L To R","42,263","7:23 PM","3:33","2022/04/11/wasmlb-atlmlb-1","R","mlb","Richard Musterer","April 11, 2022","F",104,"P"
"2022-04-11",661754,"Target Field",3312,"57","Partly Cloudy","12 mph, Out To CF","12,932","6:40 PM","3:00","2022/04/11/seamlb-minmlb-1","R","mlb","Stew Thornley","April 11, 2022","F",103,"P"
"2022-04-11",661036,"Angel Stadium",1,"65","Cloudy","9 mph, R To L","20,480","6:38 PM","2:42","2022/04/11/miamlb-anamlb-1","R","mlb","Chris Johnson","April 11, 2022","F",103,"P"
"2022-04-11",662116,"Oracle Park",2395,"51","Clear","24 mph, Out To CF","23,279","6:46 PM","3:30","2022/04/11/sdnmlb-sfnmlb-1","R","mlb","Jim Young","April 11, 2022","F",104,"P"
"2022-06-14",662018,"Busch Stadium",2889,"94","Sunny","11 mph, Out To CF","31,193","12:17 PM","2:56","2022/06/14/pitmlb-slnmlb-1","R","mlb","Gary Mueller","Att","F",104,"P"
"2022-04-12",662862,"Comerica Park",2394,"61","Sunny","9 mph, L To R","15,781","1:10 PM","2:49","2022/04/12/bosmlb-detmlb-1","R","mlb","Adam Liberman","April 12, 2022","F",103,"P"
"2022-04-12",663088,"Great American Ball Park",2602,"66","Overcast","9 mph, R To L","43,036","4:12 PM","3:30","2022/04/12/clemlb-cinmlb-1","R","mlb","Ronald Roth","April 12, 2022","F",104,"P"
"2022-04-12",661538,"Guaranteed Rate Field",4,"63","Partly Cloudy","6 mph, Out To RF","36,948","3:13 PM","3:22","2022/04/12/seamlb-chamlb-1","R","mlb","Bill Seiple","April 12, 2022","F",103,"P"
"2022-04-12",662318,"PNC Park",31,"66","Partly Cloudy","6 mph, In From RF","34,458","4:15 PM","2:51","2022/04/12/chnmlb-pitmlb-1","R","mlb","Evan Pattak","April 12, 2022","F",104,"P"
"2022-04-12",661944,"Tropicana Field",12,"72","Dome","0 mph, None","7,588","6:41 PM","4:12","2022/04/12/oakmlb-tbamlb-1","R","mlb","Tim Clodjeaux","April 12, 2022","F",103,"P"
"2022-04-12",661636,"Citizens Bank Park",2681,"72","Partly Cloudy","4 mph, L To R","26,045","6:49 PM","3:12","2022/04/12/nynmlb-phimlb-1","R","mlb","Mark Gola","April 12, 2022","F",104,"P"
"2022-04-12",661314,"Yankee Stadium",3313,"70","Clear","11 mph, R To L","25,068","7:07 PM","3:07","2022/04/12/tormlb-nyamlb-1","R","mlb","Howard Kaplan","April 12, 2022","F",103,"P"
"2022-04-12",663295,"Oriole Park at Camden Yards",2,"77","Partly Cloudy","8 mph, Out To RF","11,814","7:05 PM","3:38","2022/04/12/milmlb-balmlb-1","R","mlb","Ryan Eigenbrode","April 12, 2022","F",103,"P"
"2022-04-12",661038,"Angel Stadium",1,"71","Sunny","12 mph, Out To RF","16,132","4:07 PM","2:59","2022/04/12/miamlb-anamlb-1","R","mlb","Mel Franks","April 12, 2022","F",103,"P"
"2022-04-12",661571,"Truist Park",4705,"77","Partly Cloudy","10 mph, L To R","31,462","7:21 PM","3:37","2022/04/12/wasmlb-atlmlb-1","R","mlb","Richard Musterer","April 12, 2022","F",104,"P"
"2022-04-12",661753,"Target Field",3312,"49","Drizzle","7 mph, Out To RF","16,732","6:41 PM","4:00 (1:28 delay)","2022/04/12/lanmlb-minmlb-1","R","mlb","Stew Thornley","April 12, 2022","F",103,"P"
"2022-04-12",662017,"Busch Stadium",2889,"76","Partly Cloudy","17 mph, R To L","40,398","6:45 PM","2:36","2022/04/12/kcamlb-slnmlb-1","R","mlb","Jonathan Webb","April 12, 2022","F",104,"P"
"2022-04-12",661995,"Globe Life Field",5325,"72","Roof Closed","0 mph, None","15,862","7:08 PM","3:09","2022/04/12/colmlb-texmlb-1","R","mlb","Lary Bump","April 12, 2022","F",103,"P"
"2022-04-12",663411,"Chase Field",15,"70","Clear","17 mph, L To R","17,674","6:40 PM","3:20","2022/04/12/houmlb-arimlb-1","R","mlb","Gary Rausch","April 12, 2022","F",104,"P"
"2022-04-12",662104,"Oracle Park",2395,"51","Partly Cloudy","21 mph, Out To CF","25,560","6:47 PM","3:13","2022/04/12/sdnmlb-sfnmlb-1","R","mlb","Jim Young","April 12, 2022","F",104,"P"
"2022-04-13",661570,"Truist Park",4705,"73","Cloudy","10 mph, L To R","31,959","12:21 PM","2:57","2022/04/13/wasmlb-atlmlb-1","R","mlb","Richard Musterer","April 13, 2022","F",104,"P"
"2022-04-13",663117,"Great American Ball Park",2602,"67","Rain","11 mph, In From RF","10,976","1:18 PM","3:07 (:43 delay)","2022/04/13/clemlb-cinmlb-1","R","mlb","Ronald Roth","April 13, 2022","F",104,"P"
"2022-04-13",662317,"PNC Park",31,"75","Cloudy","10 mph, Out To LF","9,122","12:37 PM","2:49","2022/04/13/chnmlb-pitmlb-1","R","mlb","Bob Webb","April 13, 2022","F",104,"P"
"2022-04-13",661643,"Citizens Bank Park",2681,"79","Sunny","9 mph, Out To CF","31,190","1:07 PM","4:04","2022/04/13/nynmlb-phimlb-1","R","mlb","Dick Shute","April 13, 2022","F",104,"P"
"2022-04-13",662885,"Comerica Park",2394,"69","Cloudy","19 mph, L To R","10,522","1:12 PM","3:51","2022/04/13/bosmlb-detmlb-1","R","mlb","Adam Liberman","April 13, 2022","F",103,"P"
"2022-04-13",661734,"Target Field",3312,"38","Overcast","18 mph, Out To CF","17,101","12:10 PM","2:34","2022/04/13/lanmlb-minmlb-1","R","mlb","Kyle Traynor","April 13, 2022","F",103,"P"
"2022-04-13",663341,"Chase Field",15,"71","Sunny","5 mph, L To R","12,660","12:40 PM","3:50","2022/04/13/houmlb-arimlb-1","R","mlb","Gary Rausch","April 13, 2022","F",104,"P"
"2022-04-13",662115,"Oracle Park",2395,"54","Cloudy","11 mph, R To L","27,197","12:45 PM","2:11","2022/04/13/sdnmlb-sfnmlb-1","R","mlb","Jim Young","April 13, 2022","F",104,"P"
"2022-04-13",661943,"Tropicana Field",12,"72","Dome","0 mph, None","8,954","6:40 PM","3:02","2022/04/13/oakmlb-tbamlb-1","R","mlb","Tim Clodjeaux","April 13, 2022","F",103,"P"
"2022-04-13",661313,"Yankee Stadium",3313,"65","Cloudy","5 mph, Varies","30,109","7:08 PM","3:10","2022/04/13/tormlb-nyamlb-1","R","mlb","Howard Kaplan","April 13, 2022","F",103,"P"
"2022-04-13",663433,"Oriole Park at Camden Yards",2,"86","Clear","4 mph, In From LF","12,704","7:05 PM","3:04","2022/04/13/milmlb-balmlb-1","R","mlb","Dennis Hetrick","April 13, 2022","F",103,"P"
"2022-04-13",661530,"Guaranteed Rate Field",4,"62","Cloudy","11 mph, R To L","12,291","6:57 PM","2:54 (:47 delay)","2022/04/13/seamlb-chamlb-1","R","mlb","Allan Spear","April 13, 2022","F",103,"P"
"2022-05-02",662009,"Busch Stadium",2889,"62","Partly Cloudy","6 mph, In From CF","33,963","12:14 PM","2:40","2022/05/02/kcamlb-slnmlb-1","R","mlb","Gary Mueller","Att","F",104,"P"
"2022-04-14",661942,"Tropicana Field",12,"72","Dome","0 mph, None","8,287","1:10 PM","2:33","2022/04/14/oakmlb-tbamlb-1","R","mlb","Bill Mathews","April 14, 2022","F",103,"P"
"2022-04-14",661529,"Guaranteed Rate Field",4,"48","Sunny","29 mph, Out To LF","13,391","1:10 PM","3:01","2022/04/14/seamlb-chamlb-1","R","mlb","Bill Seiple","April 14, 2022","F",103,"P"
"2022-04-14",661292,"American Family Field",32,"64","Roof Closed","0 mph, None","42,794","4:15 PM","3:04","2022/04/14/slnmlb-milmlb-1","R","mlb","Tim O'Driscoll","April 14, 2022","F",104,"P"
"2022-04-14",662307,"PNC Park",31,"59","Clear","11 mph, Out To LF","9,266","6:37 PM","3:37","2022/04/14/wasmlb-pitmlb-1","R","mlb","Dave Musil Jr.","April 14, 2022","F",104,"P"
"2022-04-14",661418,"loanDepot park",4169,"76","Roof Closed","0 mph, None","31,184","6:44 PM","3:23","2022/04/14/phimlb-miamlb-1","R","mlb","Ron Jernick","April 14, 2022","F",104,"P"
"2022-04-14",661312,"Yankee Stadium",3313,"62","Overcast","10 mph, Out To RF","37,255","8:35 PM","3:06 (1:30 delay)","2022/04/14/tormlb-nyamlb-1","R","mlb","Billy Altman","April 14, 2022","F",103,"P"
"2022-04-14",661993,"Globe Life Field",5325,"77","Clear","9 mph, Calm","21,440","7:07 PM","3:30","2022/04/14/anamlb-texmlb-1","R","mlb","Steve Weller","April 14, 2022","F",103,"P"
"2022-04-14",662702,"Kauffman Stadium",7,"61","Clear","1 mph, Out To RF","9,595","7:11 PM","3:10","2022/04/14/detmlb-kcamlb-1","R","mlb","Pat Butcher","April 14, 2022","F",103,"P"
"2022-04-14",662237,"Petco Park",2680,"65","Clear","9 mph, L To R","44,844","5:12 PM","3:07","2022/04/14/atlmlb-sdnmlb-1","R","mlb","Bill Zavestoski","April 14, 2022","F",104,"P"
"2022-04-14",662950,"Coors Field",19,"57","Clear","16 mph, In From LF","24,444","6:39 PM","3:02","2022/04/14/chnmlb-colmlb-1","R","mlb","Jillian Geib","April 14, 2022","F",104,"P"
"2022-04-14",662627,"Dodger Stadium",22,"63","Clear","5 mph, Out To RF","52,995","7:10 PM","3:10","2022/04/14/cinmlb-lanmlb-1","R","mlb","Ed Munson","April 14, 2022","F",104,"P"
"2022-04-15",662485,"Citi Field",3289,"63","Sunny","12 mph, L To R","43,820","1:14 PM","3:24","2022/04/15/arimlb-nynmlb-1","R","mlb","Jordan Sprechman","April 15, 2022","F",104,"P"
"2022-04-15",663265,"Fenway Park",3,"65","Sunny","16 mph, Out To RF","36,266","2:12 PM","3:33","2022/04/15/minmlb-bosmlb-1","R","mlb","Chaz Scoggins","April 15, 2022","F",103,"P"
"2022-04-15",662291,"PNC Park",31,"68","Partly Cloudy","19 mph, Out To CF","13,076","6:36 PM","3:14","2022/04/15/wasmlb-pitmlb-1","R","mlb","Bob Webb","April 15, 2022","F",104,"P"
"2022-04-15",661417,"loanDepot park",4169,"72","Roof Closed","0 mph, None","11,990","6:40 PM","3:15","2022/04/15/phimlb-miamlb-1","R","mlb","Charlie McCarthy","April 15, 2022","F",104,"P"
"2022-04-15",663357,"Oriole Park at Camden Yards",2,"65","Clear","8 mph, Out To LF","32,197","7:06 PM","4:15","2022/04/15/nyamlb-balmlb-1","R","mlb","Dennis Hetrick","April 15, 2022","F",103,"P"
"2022-04-15",661792,"Rogers Centre",14,"68","Roof Closed","0 mph, None","35,415","7:08 PM","3:00","2022/04/15/oakmlb-tormlb-1","R","mlb","Howard Starkman","April 15, 2022","F",103,"P"
"2022-04-15",663136,"Progressive Field",5,"54","Partly Cloudy","28 mph, L To R","33,469","7:12 PM","2:56","2022/04/15/sfnmlb-clemlb-1","R","mlb","Chad Broski","April 15, 2022","F",103,"P"
"2022-04-15",661528,"Guaranteed Rate Field",4,"47","Cloudy","9 mph, Out To LF","19,009","6:11 PM","2:51","2022/04/15/tbamlb-chamlb-1","R","mlb","Allan Spear","April 15, 2022","F",103,"P"
"2022-04-15",662014,"Globe Life Field",5325,"82","Partly Cloudy","16 mph, R To L","28,723","7:07 PM","3:32","2022/04/15/anamlb-texmlb-1","R","mlb","Lary Bump","April 15, 2022","F",103,"P"
"2022-04-15",662701,"Kauffman Stadium",7,"59","Clear","11 mph, L To R","16,720","7:11 PM","2:18","2022/04/15/detmlb-kcamlb-1","R","mlb","Pat Butcher","April 15, 2022","F",103,"P"
"2022-04-15",661267,"American Family Field",32,"64","Roof Closed","0 mph, None","26,874","7:11 PM","3:10","2022/04/15/slnmlb-milmlb-1","R","mlb","Tim O'Driscoll","April 15, 2022","F",104,"P"
"2022-04-15",662960,"Coors Field",19,"60","Cloudy","9 mph, In From CF","35,450","6:41 PM","3:26","2022/04/15/chnmlb-colmlb-1","R","mlb","Jillian Geib","April 15, 2022","F",104,"P"
"2022-04-15",662236,"Petco Park",2680,"64","Clear","7 mph, Out To RF","41,993","6:42 PM","3:22","2022/04/15/atlmlb-sdnmlb-1","R","mlb","John Maffei","April 15, 2022","F",104,"P"
"2022-04-15",662192,"T-Mobile Park",680,"51","Clear","0 mph, Calm","45,023","6:43 PM","3:04","2022/04/15/houmlb-seamlb-1","R","mlb","Dan Peterson","April 15, 2022","F",103,"P"
"2022-04-15",662620,"Dodger Stadium",22,"61","Clear","7 mph, L To R","51,891","7:12 PM","3:15","2022/04/15/cinmlb-lanmlb-1","R","mlb","Ryan Easton","April 15, 2022","F",104,"P"
"2022-04-16",662626,"Citi Field",3289,"65","Sunny","12 mph, Out To LF","37,935","1:11 PM","3:12","2022/04/16/arimlb-nynmlb-1","R","mlb","Howie Karpin","April 16, 2022","F",104,"P"
"2022-04-16",661527,"Guaranteed Rate Field",4,"44","Sunny","10 mph, Out To LF","27,113","1:11 PM","2:50","2022/04/16/tbamlb-chamlb-1","R","mlb","Bill Seiple","April 16, 2022","F",103,"P"
"2022-04-16",661759,"Rogers Centre",14,"68","Roof Closed","0 mph, None","32,330","3:07 PM","3:05","2022/04/16/oakmlb-tormlb-1","R","mlb","Howard Starkman","April 16, 2022","F",103,"P"
"2022-04-16",662235,"Petco Park",2680,"64","Partly Cloudy","8 mph, L To R","36,924","1:06 PM","2:57","2022/04/16/atlmlb-sdnmlb-1","R","mlb","John Maffei","April 16, 2022","F",104,"P"
"2022-04-16",662798,"Kauffman Stadium",7,"55","Sunny","11 mph, L To R","19,022","3:10 PM","3:02","2022/04/16/detmlb-kcamlb-1","R","mlb","Pat Butcher","April 16, 2022","F",103,"P"
"2022-04-16",663238,"Fenway Park",3,"71","Cloudy","21 mph, Out To CF","34,990","4:11 PM","2:45","2022/04/16/minmlb-bosmlb-1","R","mlb","Chaz Scoggins","April 16, 2022","F",103,"P"
"2022-04-16",663076,"Progressive Field",5,"46","Partly Cloudy","7 mph, L To R","13,187","6:09 PM","3:19","2022/04/16/sfnmlb-clemlb-1","R","mlb","Bob Maver","April 16, 2022","F",103,"P"
"2022-04-16",661416,"loanDepot park",4169,"72","Roof Closed","0 mph, None","13,412","6:11 PM","3:23","2022/04/16/phimlb-miamlb-1","R","mlb","Ron Jernick","April 16, 2022","F",104,"P"
"2022-04-16",662290,"PNC Park",31,"50","Overcast","7 mph, Out To LF","8,676","6:36 PM","3:25","2022/04/16/wasmlb-pitmlb-1","R","mlb","Bob Webb","April 16, 2022","F",104,"P"
"2022-04-16",661981,"Globe Life Field",5325,"72","Partly Cloudy","14 mph, In From LF","34,493","6:08 PM","3:10","2022/04/16/anamlb-texmlb-1","R","mlb","Will Rudd","April 16, 2022","F",103,"P"
"2022-04-16",663266,"Oriole Park at Camden Yards",2,"73","Cloudy","5 mph, L To R","28,179","7:31 PM","3:26 (1:15 delay)","2022/04/16/nyamlb-balmlb-1","R","mlb","Jason Lee","April 16, 2022","F",103,"P"
"2022-04-16",661335,"American Family Field",32,"65","Roof Closed","0 mph, None","26,356","6:11 PM","2:55","2022/04/16/slnmlb-milmlb-1","R","mlb","Drew Olson","April 16, 2022","F",104,"P"
